syn1	syn2
02735418-v	02609764-v
02735418-v	07291794-n
02735753-v	02702830-v
02735897-v	01207609-n
02735897-v	02547586-v
02737876-v	01835496-v
02735208-a	01981009-a
02743547-n	00933420-n
02743547-n	05638987-n
02743547-n	06998748-n
02740745-v	01156834-v
02740745-v	02108026-v
02740745-v	02203362-v
02740745-v	02630189-v
02742482-v	00708538-v
02743214-v	01849221-v
02743214-v	02625339-v
02743565-v	01849221-v
02743565-v	02005948-v
02743921-v	00341917-v
02744651-v	01652380-a
02740508-a	01284544-a
02746275-v	01773130-v
02747922-v	02684924-v
02743261-a	01258617-a
02743261-a	02743391-a
02743391-a	01258617-a
02743391-a	02743261-a
02749904-v	02603699-v
02749904-v	02604760-v
02749904-v	02616386-v
02749904-v	02620587-v
02749904-v	02655135-v
02749904-v	02664769-v
02754103-n	15052555-n
02756558-v	11501381-n
02756821-v	15236859-n
02758399-v	04244379-n
02758977-v	11508382-n
02754197-a	02499148-a
02765464-v	02656995-v
02764251-a	01517081-a
02764251-a	01518386-a
02773037-n	13764639-n
02771169-v	00428404-a
02778669-n	05524615-n
02774411-a	00715830-a
02789487-n	02796995-n
02788378-a	10522495-n
02789151-a	10537906-n
02796995-n	02789487-n
02796995-n	06864725-n
02790726-a	02050452-a
02792903-a	10411356-n
02793273-a	02084804-a
02798370-a	02248349-a
02798370-a	02258360-a
02798370-a	02798597-a
02798597-a	02798370-a
02821071-a	02052333-a
02829094-a	00894980-a
02840619-n	01207951-v
02839695-a	01868724-a
02839695-a	01870100-a
02839695-a	02839505-a
02849154-n	01207951-v
02842445-a	02843218-a
02843218-a	02842445-a
02852523-n	01478002-v
02857407-a	01814385-a
02857587-a	01814385-a
02861206-a	01585491-a
02867783-a	07019172-n
02879718-n	02880008-n
02872501-a	02898922-a
02892201-n	05244239-n
02897524-a	07151892-n
02898922-a	02248693-a
02898922-a	02872501-a
02908217-n	01243982-v
02920951-a	09679925-n
02921325-a	09716933-n
02926188-a	01469677-a
02927303-a	02927512-a
02927303-a	09738708-n
02927512-a	02927303-a
02927512-a	09738708-n
02944826-n	02653996-v
02945161-n	02653996-v
02940392-a	00860127-a
02952275-a	09678009-n
02952622-a	08087570-n
02952622-a	09679316-n
02957276-a	06944348-n
02957276-a	09728403-n
02957469-a	06950528-n
02957469-a	09747722-n
02958392-a	09732903-n
02958576-a	06966825-n
02970100-n	08057633-n
02970849-n	01454810-v
02985102-a	00660313-a
02994219-n	09904556-n
02988060-a	01038332-a
02988060-a	01105840-a
02988060-a	01567862-a
02988060-a	01861776-a
02988402-a	02988060-a
02991122-a	00069948-a
02991463-a	10372076-n
02999904-a	10350220-n
03007824-n	01693138-v
03003344-a	06947032-n
03003344-a	09732668-n
03015589-a	06379721-n
03028079-n	01032368-n
03028079-n	08082602-n
03074574-n	08433575-n
03074574-n	13900422-n
03078802-n	09945745-n
03081021-n	05868954-n
03081859-n	05870180-n
03091374-n	13791389-n
03100490-n	13570236-n
03095372-a	01692222-a
03109881-n	08544419-n
03109795-a	00485044-a
03120778-n	08329453-n
03115277-a	02077741-a
03135152-n	01912159-v
03147509-n	13766733-n
03178782-n	00410247-n
03178782-n	05728678-n
03178782-n	05930736-n
03183080-n	07068844-n
03221720-n	03224032-n
03221720-n	05180881-n
03222516-n	02824448-n
03224032-n	03221720-n
03234306-n	07003119-n
03244388-n	01930874-v
03244388-n	02056971-v
03259505-n	00097840-r
03259505-n	08559508-n
03259505-n	08585158-n
03287178-n	01622795-v
03309808-n	14580897-n
03335600-n	00712135-v
03335600-n	05217168-n
03338821-n	06262567-n
03339643-n	01458664-v
03346455-n	03507241-n
03365592-n	03365991-n
03365592-n	09282208-n
03365991-n	03365592-n
03373060-n	04412097-n
03378765-n	00468480-n
03386011-n	03420559-n
03387016-n	13790712-n
03391301-n	01586850-v
03391301-n	02711835-v
03398467-n	00198147-a
03417345-n	01740969-v
03417345-n	08439808-n
03432972-n	02256109-v
03438257-n	13767239-n
03464467-n	10149720-n
03479952-n	02715513-n
03481824-n	01416539-v
03482523-n	02230772-v
03485997-n	02514187-v
03497657-n	00047172-v
03526198-n	09304465-n
03528901-n	01219827-a
03532919-n	01365549-v
03544360-n	02459173-v
03544360-n	02701828-v
03544360-n	08059870-n
03547054-n	03550153-n
03550153-n	03547054-n
03562126-n	05962602-n
03582658-n	00940412-n
03590306-n	03589791-n
03599628-n	00582388-n
03640011-n	08646902-n
03654374-n	02032953-a
03665366-n	00291873-v
03665366-n	02759614-v
03665366-n	11473954-n
03670849-n	06799897-n
03671272-n	01204294-n
03671272-n	03670849-n
03679986-n	13772468-n
03691459-n	10630188-n
03699975-n	03700963-n
03700963-n	03699975-n
03727946-n	03727837-n
03728811-n	02657219-v
03728982-n	03728437-n
03733547-n	00172710-n
03744276-n	02281093-v
03748886-n	04007894-n
03763403-n	08624385-n
03768346-n	01163620-v
03838535-n	03932203-n
03841666-n	00720565-n
03841666-n	08337324-n
03871083-n	08008017-n
03875218-n	01362736-v
03875218-n	01684663-v
03875218-n	01684899-v
03876519-n	00936620-n
03878674-n	05128370-n
03892891-n	05256358-n
03892891-n	05671974-n
03892891-n	13809207-n
03895293-n	00865600-n
03924069-n	00047745-n
03924069-n	00998399-v
03924069-n	01000214-v
03925226-n	01003249-v
03931044-n	03876519-n
03932203-n	03838535-n
03932203-n	07037465-n
03932203-n	07309457-n
03954199-n	00704690-v
03954199-n	05898568-n
03956922-n	00017222-n
03956922-n	01647229-v
04007664-n	01241073-v
04007894-n	00912960-n
04007894-n	03748886-n
04007894-n	14997699-n
04019696-n	01448100-v
04038440-n	01546111-v
04059701-n	00075161-r
04059701-n	00075269-r
04063661-n	00910203-n
04105893-n	13777764-n
04113641-n	15287830-n
04146050-n	08276720-n
04151940-n	01912159-v
04151940-n	09257949-n
04157320-n	00937656-n
04164989-n	08648322-n
04164989-n	09428741-n
04173172-n	01010458-n
04193035-n	00818362-n
04205759-n	00122661-n
04205759-n	10593115-n
04208936-n	00257580-n
04213626-n	05551318-n
04213626-n	08510666-n
04213626-n	08649345-n
04217882-n	00889229-v
04223580-n	01985923-v
04227144-n	01697628-v
04227144-n	05784242-n
04274530-n	14514039-n
04288272-n	15237044-n
04296562-n	01648126-v
04296562-n	01711445-v
04296562-n	07006712-n
04299215-n	01546111-v
04314914-n	13757249-n
04319248-n	00031304-r
04326084-n	09416076-n
04326084-n	14696793-n
04334599-n	04335209-n
04341686-n	04931965-n
04345028-n	00644583-v
04345288-n	14580897-n
04362025-n	08660339-n
04371774-n	01877355-v
04377057-n	05726596-n
04377057-n	08435388-n
04394261-n	08660934-n
04401088-n	00789448-v
04405907-n	06277280-n
04417809-n	07006119-n
04424218-n	00034479-n
04424218-n	04617289-n
04424218-n	05671325-n
04424218-n	05855004-n
04424218-n	05984182-n
04424218-n	07289831-n
04424418-n	04424218-n
04424418-n	04617289-n
04424418-n	05855004-n
04424418-n	06723908-n
04424418-n	13943968-n
04428763-n	05547508-n
04428920-n	04428763-n
04452848-n	05282746-n
04494204-n	04493505-n
04511002-n	08286163-n
04544979-n	01904930-v
04555897-n	02455407-v
04558804-n	04558578-n
04562658-n	14845743-n
04564118-n	05471427-n
04564698-n	00172710-n
04564698-n	04928903-n
04564698-n	08679972-n
04571292-n	05026843-n
04572344-n	00011093-r
04572344-n	00067638-a
04574999-n	02046441-v
04587648-n	04588365-n
04588365-n	04587648-n
04594218-n	01599052-v
04594489-n	04594218-n
04599396-n	00575741-n
04599396-n	00584367-n
04599396-n	02413480-v
04599396-n	05755883-n
04617289-n	00034479-n
04617289-n	04424418-n
04617289-n	05671325-n
04617289-n	13943968-n
04620216-n	05849284-n
04620216-n	05929008-n
04620216-n	09587565-n
04620558-n	09545324-n
04623113-n	04726724-n
04624826-n	14526182-n
04632157-n	13963192-n
04632157-n	13985818-n
04633197-n	04836683-n
04650201-n	06776138-n
04650201-n	07551052-n
04651974-n	04982207-n
04669247-n	01129920-n
04674715-n	00033599-v
04674715-n	02130524-v
04675314-n	05916739-n
04675314-n	05917477-n
04675314-n	11410625-n
04675646-n	10344443-n
04675646-n	13741022-n
04677514-n	00027807-n
04677514-n	05217168-n
04679419-n	00812298-v
04679419-n	02693319-v
04679419-n	05600637-n
04679738-n	00877127-n
04679738-n	00929362-v
04679738-n	02130524-v
04679738-n	04674715-n
04679738-n	05600637-n
04679738-n	07069948-n
04682462-n	08674739-n
04683814-n	10613996-n
04709253-n	14408086-n
04713428-n	13971065-n
04713692-n	06211963-n
04723816-n	04728068-n
04723816-n	05849284-n
04726724-n	04623113-n
04727214-n	08653314-n
04727214-n	14841267-n
04727694-n	01020005-v
04728068-n	04987620-n
04733118-n	05850624-n
04748836-n	07366289-n
04751305-n	08398773-n
04757522-n	07193596-n
04763147-n	04762915-n
04801877-n	01213702-n
04827957-n	00757080-n
04835724-n	01930117-v
04836074-n	00239230-n
04846770-n	09183693-n
04849241-n	00832784-a
04849241-n	01123148-a
04849241-n	05142180-n
04857490-n	05388805-n
04857490-n	05919263-n
04864200-n	05149325-n
04878101-n	05965022-n
04882968-n	02441022-v
04892084-n	05837957-n
04910135-n	04928903-n
04921417-n	05933834-n
04923743-n	08507558-n
04924103-n	15145171-n
04928903-n	00101752-r
04928903-n	00172710-n
04928903-n	00312691-n
04928903-n	00415676-n
04928903-n	05084733-n
04928903-n	05750163-n
04928903-n	07066659-n
04928903-n	08679972-n
04928903-n	13777764-n
04928903-n	13939604-n
04929422-n	07081177-n
04931965-n	04341686-n
04934546-n	08436288-n
04945057-n	01825237-v
04945057-n	01826378-v
04945057-n	07484265-n
04951373-n	00408660-a
04951373-n	05018103-n
04953186-n	02159890-v
04956594-n	00394135-a
04956594-n	04988478-n
04960277-n	00392812-a
04960729-n	00393105-a
04981139-n	02135048-v
04981139-n	02176268-v
04981139-n	05718254-n
04981139-n	06278136-n
04981139-n	11480930-n
04981941-n	00933403-v
04981941-n	07110615-n
04981941-n	10638385-n
04981941-n	10758713-n
04987620-n	04723816-n
04988478-n	04956594-n
04991738-n	15270431-n
05003090-n	01904930-v
05003590-n	04900357-n
05015117-n	01251128-a
05016171-n	04628192-n
05018103-n	00408660-a
05018103-n	01190316-a
05018103-n	01199881-v
05018103-n	11473954-n
05021151-n	01178565-v
05026843-n	04571292-n
05029137-n	05035820-n
05029706-n	05203649-n
05034225-n	05199286-n
05035353-n	08208016-n
05035961-n	11452218-n
05037394-n	14434866-n
05038593-n	00375071-n
05040081-n	13659162-n
05040275-n	14462946-n
05044822-n	08459252-n
05051249-n	05129201-n
05058580-n	15286249-n
05064037-n	00027807-n
05064037-n	00701040-v
05064037-n	02621395-v
05064037-n	05930736-n
05064037-n	06801580-n
05068080-n	06481320-n
05075602-n	01051331-n
05076827-n	14002279-n
05084201-n	05129565-n
05093890-n	13939892-n
05093890-n	14428160-n
05099389-n	13779032-n
05101815-n	13871717-n
05107765-n	00033615-n
05107765-n	13331198-n
05108947-n	00153263-v
05108947-n	00156601-v
05109324-n	01111028-v
05115568-n	00145713-r
05115804-n	14491625-n
05116128-n	14491271-n
05121418-n	02645007-v
05121418-n	06807198-n
05121418-n	06892016-n
05121418-n	13331634-n
05121418-n	13582013-n
05124057-n	00233335-v
05125377-n	02690384-v
05125377-n	02727039-v
05125377-n	14514039-n
05128519-n	02735688-n
05128519-n	05815517-n
05131902-n	00910101-a
05138208-n	02586206-a
05138208-n	13764342-n
05138488-n	05856388-n
05138488-n	13413493-n
05142180-n	00106020-a
05142180-n	01123148-a
05142641-n	02290461-v
05142641-n	02290956-v
05142641-n	13296899-n
05143077-n	05192451-n
05143077-n	05682950-n
05143077-n	13286801-n
05145118-n	02702508-v
05145118-n	13275847-n
05145118-n	13303315-n
05149325-n	00720565-n
05149325-n	00947128-n
05149325-n	01158872-v
05149325-n	02670890-v
05149325-n	05982152-n
05149978-n	01158872-v
05154908-n	01207609-n
05154908-n	02547586-v
05157143-n	00771632-v
05157143-n	01999218-v
05157143-n	01999423-v
05159225-n	05203649-n
05159725-n	01129977-a
05159725-n	04849241-n
05159948-n	04890112-n
05162455-n	05846355-n
05164673-n	01215421-v
05166397-n	02580678-v
05168261-n	14434681-n
05169813-n	05920791-n
05170574-n	11410625-n
05171978-n	08565701-n
05174653-n	00205052-r
05174653-n	00631391-a
05174653-n	01879261-a
05174653-n	02034828-a
05174653-n	04850341-n
05174653-n	08416652-n
05175904-n	06729864-n
05176188-n	02671062-n
05178715-n	05158296-n
05190804-n	05616246-n
05190804-n	08177592-n
05190804-n	10461424-n
05190804-n	13945102-n
05192451-n	02678663-v
05192451-n	05143077-n
05192451-n	05682950-n
05192451-n	13318584-n
05194151-n	00157081-n
05194151-n	05692910-n
05194151-n	11414608-n
05194578-n	00747418-v
05194578-n	01650425-v
05194578-n	02504562-v
05194578-n	11458624-n
05196375-n	02510337-v
05196375-n	13827205-n
05200169-n	05616246-n
05202284-n	07110615-n
05203649-n	05029706-n
05216365-n	05549830-n
05216365-n	09224911-n
05217168-n	00712135-v
05217168-n	04677514-n
05217168-n	10344443-n
05217168-n	13862780-n
05221895-n	05815517-n
05221895-n	08497294-n
05237227-n	04377057-n
05256358-n	13809207-n
05269901-n	14757848-n
05282746-n	04452848-n
05301908-n	05302499-n
05302499-n	05301908-n
05311054-n	02167052-v
05311054-n	05614476-n
05311054-n	05703307-n
05320899-n	05657999-n
05323889-n	05657999-n
05404728-n	13553916-n
05524615-n	02778669-n
05538625-n	01931768-v
05538625-n	01935233-v
05538625-n	05611302-n
05538625-n	08664184-n
05547508-n	04428763-n
05549830-n	05216365-n
05549830-n	09224911-n
05551318-n	04213626-n
05551318-n	08649345-n
05555917-n	05556943-n
05556943-n	05395690-n
05558717-n	00074201-r
05558717-n	00074407-r
05558717-n	00075161-r
05558717-n	00075269-r
05558717-n	00075367-r
05558717-n	00131692-a
05563266-n	02153445-n
05563266-n	08511570-n
05563266-n	13650045-n
05564590-n	02230772-v
05564590-n	03482523-n
05564590-n	05637965-n
05564590-n	05852973-n
05564590-n	06403393-n
05564590-n	10176679-n
05565337-n	02031986-a
05600637-n	00812298-v
05600637-n	01078783-v
05600637-n	02693319-v
05600637-n	02693691-v
05600637-n	04679419-n
05600637-n	04679738-n
05600637-n	05601198-n
05600637-n	09618957-n
05611302-n	00848707-v
05611302-n	02437707-v
05611302-n	05538625-n
05611302-n	05762149-n
05611302-n	05837957-n
05611302-n	10708292-n
05611822-n	01494310-v
05611822-n	08513718-n
05614476-n	05703307-n
05616246-n	05190804-n
05616246-n	05200169-n
05617310-n	14433361-n
05636887-n	05637558-n
05637965-n	02230772-v
05638987-n	02743547-n
05641959-n	02441022-v
05641959-n	07168131-n
05643190-n	05665146-n
05644727-n	08366753-n
05649960-n	02653996-v
05650579-n	05853636-n
05651680-n	05805475-n
05651971-n	06602472-n
05652593-n	00746366-v
05652593-n	06544142-n
05652926-n	05019661-n
05655119-n	07409592-n
05657999-n	05323889-n
05661996-n	05902872-n
05661996-n	08435388-n
05662876-n	05996646-n
05663671-n	08050678-n
05667404-n	00413239-n
05667613-n	00410247-n
05667613-n	02586619-v
05670710-n	02676054-v
05670710-n	02678438-v
05670710-n	07524529-n
05670972-n	05809878-n
05670972-n	09466280-n
05671325-n	00020827-n
05671325-n	00034479-n
05671325-n	02645839-v
05671325-n	04424218-n
05671325-n	04424418-n
05671325-n	05814291-n
05671325-n	05855004-n
05671325-n	06723908-n
05671325-n	07289831-n
05671325-n	13943968-n
05671974-n	00720565-n
05671974-n	13809207-n
05675601-n	09604981-n
05677340-n	01771535-v
05677504-n	02106006-v
05677504-n	05651971-n
05677504-n	06602472-n
05677952-n	05675905-n
05682950-n	01821423-v
05682950-n	05143077-n
05682950-n	05192451-n
05682950-n	07968702-n
05682950-n	13318584-n
05683582-n	13975752-n
05686955-n	04709253-n
05686955-n	14408086-n
05687338-n	14410605-n
05692910-n	02536557-v
05692910-n	05194151-n
05693919-n	01212519-n
05696425-n	02257767-v
05696425-n	07443761-n
05697363-n	07227406-n
05698247-n	00687295-v
05702275-n	00654885-n
05702275-n	05650579-n
05702275-n	05853636-n
05703307-n	05311054-n
05705355-n	00644503-n
05705355-n	00644583-v
05705355-n	02166460-v
05706629-n	00616153-v
05708432-n	05930136-n
05710356-n	07513247-n
05711915-n	07028373-n
05713737-n	02123672-v
05718254-n	00952182-v
05718254-n	02176268-v
05718254-n	07371293-n
05721500-n	00026192-n
05726596-n	01136519-n
05726596-n	04377057-n
05726596-n	05661996-n
05726596-n	08008335-n
05726596-n	08164585-n
05726596-n	08435388-n
05728678-n	00704690-v
05728678-n	00705227-v
05728678-n	00709625-v
05728678-n	01638368-v
05728678-n	01639714-v
05728678-n	03178782-n
05728678-n	05898568-n
05737153-n	01004062-v
05737153-n	01111816-v
05738625-n	00661824-v
05748786-n	13855627-n
05750657-n	00415226-n
05751794-n	08287844-n
05753564-n	00611433-n
05755883-n	00575741-n
05755883-n	00584367-n
05755883-n	00599992-v
05755883-n	00644503-n
05755883-n	02413480-v
05755883-n	04345028-n
05755883-n	04599396-n
05755883-n	05996646-n
05757536-n	08276720-n
05758059-n	00596644-v
05758059-n	01771535-v
05758059-n	05984584-n
05758059-n	07285403-n
05760202-n	05935060-n
05761559-n	05761918-n
05762149-n	05611302-n
05762149-n	05837957-n
05763412-n	04618070-n
05768553-n	02118242-v
05770926-n	05833840-n
05770926-n	05954481-n
05773049-n	08430568-n
05773049-n	13863771-n
05780104-n	05854150-n
05781541-n	06753030-n
05784242-n	02166460-v
05784831-n	05822746-n
05789089-n	07177924-n
05789432-n	05837957-n
05790242-n	00676450-v
05790242-n	02342899-a
05791764-n	04928903-n
05792010-n	05951180-n
05792010-n	14481929-n
05792192-n	01821266-a
05793000-n	06738281-n
05793210-n	05874232-n
05793554-n	13790912-n
05794694-n	01143040-n
05794694-n	01144133-n
05794694-n	06755947-n
05795044-n	05075602-n
05795044-n	06770275-n
05797597-n	00636921-n
05798043-n	00639556-n
05799212-n	02531625-v
05799212-n	02533109-v
05800611-n	00633864-n
05803379-n	00672433-v
05803379-n	00712135-v
05807933-n	03665366-n
05808218-n	00043195-n
05808557-n	05650820-n
05809192-n	06598915-n
05809745-n	05667404-n
05809878-n	05670972-n
05809878-n	07965937-n
05809878-n	08179689-n
05809878-n	09466280-n
05809878-n	13955461-n
05809878-n	13956097-n
05810561-n	04632157-n
05810561-n	13961399-n
05810561-n	13961642-n
05810561-n	13963192-n
05810561-n	15140405-n
05814291-n	00020827-n
05814291-n	01063049-v
05814291-n	05671325-n
05814291-n	06599788-n
05814650-n	00967625-v
05814650-n	01063049-v
05814650-n	01064799-v
05815517-n	14514039-n
05816287-n	06634376-n
05817396-n	06636259-n
05817396-n	13955874-n
05817743-n	13943400-n
05817845-n	13809920-n
05819453-n	13956488-n
05820620-n	05937112-n
05821775-n	01195299-v
05821775-n	06026635-n
05822746-n	05784831-n
05823932-n	00820976-v
05823932-n	06643408-n
05826914-n	02635659-v
05833022-n	01094725-n
05833840-n	05770926-n
05833840-n	05954481-n
05833840-n	05982915-n
05834758-n	08507558-n
05836598-n	05916739-n
05837850-n	05833840-n
05837957-n	00848707-v
05837957-n	00874067-n
05837957-n	01187810-n
05837957-n	05611302-n
05838176-n	00162632-n
05839024-n	02448185-v
05839024-n	02621395-v
05839024-n	05930736-n
05840188-n	01004692-v
05844105-n	07066659-n
05844881-n	08110373-n
05845140-n	02560585-v
05846054-n	00715868-v
05846054-n	05913538-n
05846054-n	06652242-n
05849284-n	04620216-n
05849789-n	00356926-a
05849789-n	02630189-v
05850624-n	04733118-n
05852553-n	08649345-n
05852973-n	05564590-n
05853636-n	05702275-n
05854150-n	05780104-n
05855004-n	04424218-n
05855004-n	04424418-n
05855004-n	04617289-n
05855004-n	06723908-n
05855004-n	13943968-n
05856388-n	05138488-n
05856388-n	13413493-n
05861067-n	00515380-a
05861067-n	02645007-v
05861067-n	13331198-n
05865998-n	06606808-n
05867413-n	00007703-r
05868051-n	08507558-n
05868272-n	15266685-n
05868477-n	02609764-v
05868477-n	02735418-v
05868477-n	05980875-n
05868477-n	08566707-n
05868477-n	15266911-n
05868954-n	03081021-n
05868954-n	07327805-n
05868954-n	13809207-n
05868954-n	14622893-n
05869584-n	00514884-a
05870055-n	02186338-a
05870916-n	05872982-n
05870916-n	06532330-n
05870916-n	08441203-n
05872477-n	05913538-n
05872982-n	05870916-n
05888929-n	05951180-n
05888929-n	05989479-n
05888929-n	14481929-n
05889896-n	13955874-n
05890249-n	05845652-n
05892651-n	01017826-v
05892651-n	07191279-n
05892651-n	13461162-n
05895723-n	00070965-n
05895723-n	00618267-v
05897553-n	13984944-n
05898568-n	00704690-v
05898568-n	00705227-v
05898568-n	01638368-v
05898568-n	03954199-n
05898568-n	05728678-n
05898568-n	05899087-n
05899087-n	05898568-n
05899087-n	06501311-n
05901508-n	06656408-n
05902327-n	00928077-n
05902327-n	01640550-v
05902872-n	04377057-n
05902872-n	05661996-n
05902872-n	14981183-n
05907682-n	00708128-v
05913538-n	05872477-n
05916739-n	00026192-n
05916739-n	04675314-n
05916739-n	05836598-n
05917477-n	04675314-n
05917477-n	11410625-n
05919263-n	04857490-n
05919263-n	08523483-n
05919866-n	06601327-n
05925366-n	05937112-n
05925702-n	04683814-n
05926236-n	05617107-n
05928118-n	03931044-n
05928118-n	04677716-n
05928118-n	07105475-n
05929008-n	00720565-n
05929008-n	09587565-n
05929008-n	13809207-n
05929670-n	10325013-n
05930736-n	00410247-n
05930736-n	02621395-v
05930736-n	03178782-n
05930736-n	05064037-n
05930736-n	05839024-n
05930736-n	07092356-n
05933246-n	04733118-n
05933246-n	06208751-n
05933246-n	07360841-n
05933246-n	08645963-n
05935060-n	05651399-n
05935060-n	05760202-n
05936704-n	03931044-n
05936704-n	13937075-n
05937112-n	05820620-n
05937112-n	05925366-n
05937524-n	05928118-n
05938795-n	00410247-n
05939636-n	05896059-n
05941210-n	01659248-v
05944958-n	06195839-n
05945642-n	05949726-n
05945642-n	06782019-n
05946687-n	08081668-n
05949726-n	05945642-n
05950733-n	01811441-v
05950733-n	07511733-n
05950733-n	07541053-n
05951180-n	14481929-n
05954481-n	05833840-n
05962602-n	01020936-n
05962602-n	03562126-n
05963101-n	05962936-n
05965022-n	04878101-n
05980875-n	02609764-v
05980875-n	08566028-n
05980875-n	14562960-n
05980875-n	15266911-n
05981230-n	01615180-a
05982152-n	00708980-v
05982152-n	05149325-n
05983463-n	06782019-n
05983654-n	00746366-v
05983801-n	01094725-n
05984066-n	06606808-n
05984182-n	05855004-n
05984182-n	06723908-n
05984287-n	00611433-n
05984287-n	00883297-n
05984584-n	02110220-v
05984584-n	05758059-n
05984584-n	07285403-n
05988498-n	13983515-n
05989479-n	05888929-n
05995576-n	06218623-n
05996646-n	02553697-v
05996646-n	04227144-n
05996646-n	08569777-n
05996646-n	11456760-n
06021761-n	01594146-a
06021761-n	02645389-v
06023969-n	01594146-a
06026635-n	05821775-n
06055300-n	03249342-n
06123363-n	00610738-n
06155567-n	06156752-n
06155567-n	06514093-n
06155567-n	15121406-n
06156752-n	06514093-n
06156752-n	15121406-n
06158346-n	05943300-n
06161718-n	05872982-n
06161718-n	08441203-n
06169488-n	06364641-n
06169488-n	06365102-n
06193727-n	00180413-n
06196284-n	06208751-n
06196584-n	04944048-n
06197215-n	08679972-n
06198505-n	01028748-v
06199142-n	07553301-n
06199142-n	13811900-n
06208751-n	00586262-n
06208751-n	00690614-v
06208751-n	02150948-v
06210791-n	02320442-a
06210791-n	10276659-n
06217103-n	08361329-n
06252138-n	00033020-n
06252138-n	13792842-n
06255613-n	06267145-n
06260121-n	00582388-n
06262567-n	03338821-n
06262567-n	06613686-n
06264398-n	01437888-v
06267145-n	06255613-n
06267145-n	08062970-n
06267145-n	14974264-n
06272803-n	00789448-v
06278136-n	02176268-v
06278136-n	04981139-n
06278136-n	11480930-n
06282651-n	07051975-n
06282651-n	07109196-n
06283764-n	07109730-n
06286395-n	06738162-n
06303888-n	01029642-v
06303888-n	06770875-n
06309931-n	06599788-n
06310945-n	07308889-n
06333653-n	01026095-v
06333653-n	01028748-v
06333653-n	07972279-n
06343520-n	06346461-n
06346461-n	06343520-n
06363778-n	06362953-n
06364641-n	00610592-n
06364641-n	06169488-n
06369829-n	07221094-n
06376014-n	05772667-n
06379721-n	03015589-a
06389553-n	08513718-n
06396930-n	00238022-n
06400271-n	00201058-n
06401107-n	00721431-n
06401107-n	08664443-n
06403393-n	05564590-n
06410904-n	02870092-n
06410904-n	07009946-n
06416206-n	06487897-n
06426111-n	05121418-n
06469694-n	00644503-n
06481320-n	00945853-v
06481320-n	02472223-v
06483454-n	05611822-n
06501311-n	05899087-n
06504462-n	01020005-v
06508816-n	01001857-v
06513366-n	00752764-v
06514093-n	06155567-n
06514093-n	06156752-n
06514093-n	07221094-n
06514093-n	15121406-n
06514093-n	15123996-n
06515827-n	05810561-n
06515827-n	13963192-n
06520944-n	00888786-v
06520944-n	02409941-v
06523641-n	13344804-n
06528783-n	00712135-v
06529219-n	14496710-n
06532095-n	00030358-n
06532330-n	05870916-n
06532330-n	08441203-n
06541820-n	15294382-n
06548671-n	00051192-n
06551784-n	01187810-n
06590446-n	07959393-n
06596978-n	13582013-n
06598030-n	05808794-n
06598915-n	06253690-n
06599788-n	05996646-n
06601327-n	05919866-n
06602472-n	05651971-n
06602472-n	05677504-n
06604066-n	11410625-n
06605897-n	14526182-n
06607339-n	01498594-a
06613686-n	03338821-n
06613686-n	06262567-n
06618234-n	00661278-a
06619428-n	05898568-n
06619850-n	06681177-n
06621447-n	08457976-n
06626286-n	02118933-v
06630627-n	02133185-v
06632671-n	15165289-n
06634376-n	05816287-n
06635509-n	14580897-n
06636259-n	05817396-n
06636259-n	13955874-n
06636524-n	00047745-n
06642138-n	06286395-n
06642138-n	06681177-n
06643408-n	01015244-v
06643408-n	05823932-n
06646243-n	06791372-n
06647206-n	00922867-v
06647206-n	01000214-v
06648724-n	06722453-n
06648724-n	07140978-n
06649426-n	01182654-n
06649426-n	07308889-n
06649426-n	13943400-n
06652242-n	05846054-n
06652878-n	06539770-n
06656408-n	05901508-n
06657109-n	15261471-n
06658118-n	00636888-v
06658118-n	01856066-a
06664051-n	05846054-n
06667317-n	01009507-n
06673142-n	02090069-a
06675122-n	04263614-n
06675122-n	08507558-n
06677974-n	01103000-n
06681551-n	00965035-v
06681551-n	00966809-v
06681551-n	06738281-n
06688274-n	00037200-n
06690408-n	15139552-n
06691083-n	02466670-v
06693198-n	00856824-v
06693870-n	02343517-a
06694796-n	05922949-n
06696483-n	02546075-v
06696483-n	04869106-n
06696483-n	13268146-n
06697331-n	05093890-n
06711159-n	00862683-v
06722453-n	06648724-n
06723452-n	06722453-n
06723908-n	00034479-n
06723908-n	04424218-n
06723908-n	04424418-n
06723908-n	05671325-n
06723908-n	05855004-n
06723908-n	07289831-n
06724066-n	05819453-n
06729864-n	05175904-n
06730563-n	00756338-v
06730563-n	02275365-v
06733939-n	05823932-n
06738162-n	00980453-v
06738162-n	06286395-n
06738281-n	05793000-n
06739990-n	00634472-v
06739990-n	05651680-n
06739990-n	09178999-n
06740402-n	00770437-v
06740402-n	01645601-v
06743506-n	00635523-v
06743506-n	00636279-v
06743506-n	00815686-v
06743506-n	02634265-v
06743506-n	02635659-v
06743506-n	06746005-n
06743506-n	11410625-n
06746005-n	00815171-v
06746005-n	00815686-v
06746005-n	06743506-n
06747484-n	04073208-n
06747670-n	02154508-v
06753800-n	05892096-n
06756831-n	01547001-v
06756831-n	02690708-v
06762711-n	06765044-n
06765044-n	01020005-v
06766190-n	01024190-v
06766190-n	06694796-n
06770275-n	05805475-n
06770875-n	15224486-n
06771159-n	02259829-v
06771159-n	02370987-v
06778102-n	00427580-n
06781383-n	07015510-n
